ligand,receptor,n_sources,sources
ADCYAP1,ADCYAP1R1,8,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
HLA-A,LILRA1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
HLA-B,CANX,4,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
HLA-B,CD3D,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
HLA-B,CD8A,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-B,CD8B,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-B,CD8B2,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-B,LILRA1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
HLA-C,CD8A,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-C,CD8B,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-C,CD8B2,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-C,KIR2DL2,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-C,KIR2DS1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-C,KIR3DL1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
HLA-C,KIR3DL3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-C,LILRA3,4,LIANA_consensus; SpaCcLink; connectomeDB2020_lit; stCASE
HLA-DMA,CD4,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-DMB,CD4,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-DOB,CD4,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-DPA1,CD4,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-DPB1,CD4,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-DQA1,CD4,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-DQA2,CD4,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-DQB1,CD4,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-DRA,CD4,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-DRB1,CD4,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-DRB3,CD4,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-DRB4,CD4,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-DRB5,CD4,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-E,CD8A,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-E,CD8B,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-E,CD8B2,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-E,KIR3DL1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
HLA-E,KLRC3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-F,CD8A,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-F,CD8B,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-F,CD8B2,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-F,KIR3DS1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-G,CD4,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
HLA-G,CD8A,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-G,CD8B,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HLA-G,CD8B2,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HMGB1,AGER,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
HMGB1,CXCR4,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
HMGB1,TLR2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
HMGB1,TLR4,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
HMGB1,TLR9,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
HP,TLR4,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
HPX,LRP1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
HRAS,TLR9,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
HRG,ERBB2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
HRG,ERBB3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
HSP90AA1,CFTR,4,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
HSP90AA1,ERBB2,4,CellTalkDB; SPIDER_internal; SpaCcLink; stCASE
HSPA1A,GRIN2D,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
HSPA1A,TLR4,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
HSPA4,TLR4,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
HSPA8,ADRB2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
HSPA8,LDLR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
HSPA8,LRP2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
HSPG2,COL13A1,4,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
HSPG2,DAG1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
HSPG2,LRP1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
HSPG2,LRP2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IAPP,ADCYAP1R1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IAPP,ADRB2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IAPP,ADRB3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IAPP,CALCRL,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
IAPP,GPR20,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IAPP,GPR84,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IAPP,PTH1R,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IAPP,TSHR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IAPP,VIPR1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IBSP,ITGB5,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
ICAM1,CAV1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
ICAM1,MUC1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
ICAM3,CD209,4,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
ICAM4,RHAG,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IFNA1,CR2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IFNE,ADGRV1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IFNK,IFNAR1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; connectomeDB2020_lit
IGF1,IGF2R,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IGF1,ITGB3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
IGF1,ITGB4,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
IGF2,ITGB3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
IGF2,ITGB4,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
IHH,SMO,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
IL13,TMEM219,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IL16,CCR5,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IL16,GRIN2A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IL16,GRIN2B,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IL16,GRIN2C,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IL16,KCND1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IL16,KCND2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IL16,KCNJ4,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IL17C,IL17RA,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; connectomeDB2020_lit
IL18,IL18BP,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IL1B,SIGIRR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IL1F10,IL1RAP,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
IL1RN,IL1R1,4,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
IL1RN,IL1RL2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IL22,IL21R,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IL23A,IL12RB2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IL24,IL10RB,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IL27,IL6ST,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
IL33,IL1RAP,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
IL36A,IL1RAP,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
IL36B,IL1RAP,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
IL36G,IL1RAP,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
IL37,IL18RAP,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
IL6,F3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IL6,HRH1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
INHA,ACVR1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
INHA,TGFBR3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; connectomeDB2020_lit
INHBA,ACVR1C,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; connectomeDB2020_lit
INHBC,ACVR1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
INS,LILRB1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
INS,LILRB2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
INSL3,ADCYAP1R1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
INSL3,ADRB2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
INSL3,ADRB3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
INSL3,GPR20,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
INSL3,GPR84,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
INSL3,PTH1R,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
INSL3,RAMP2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
INSL3,RAMP3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
INSL3,RXFP3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
INSL3,RXFP4,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
INSL3,TSHR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
INSL3,VIPR1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
INSL5,ADRA2A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
INSL5,GRM7,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
INSL5,MTNR1A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
INSL5,RXFP1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
INSL5,RXFP2,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
IRAK4,TLR4,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IRAK4,TLR6,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IRAK4,TLR7,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
ITGB3BP,ITGB3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
ITGB3BP,ITGB5,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
ITIH2,FCER1A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
IZUMO1,CD9,4,CellTalkDB; LIANA_consensus; SPIDER_internal; stCASE
IZUMO1,IZUMO1R,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
JAM2,F11R,4,COMMOT_CellChat; LARIS_neurotransmitter; connectomeDB2020_lit; stCASE
JAM2,ITGB1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
JAM2,JAM3,4,COMMOT_CellChat; LARIS_neurotransmitter; connectomeDB2020_lit; stCASE
JAM3,ITGB1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
KLK3,EPOR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
KLK3,NTRK1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
KNG1,ADRA2A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
KNG1,CD93,4,CellTalkDB; LIANA_consensus; SPIDER_internal; stCASE
KNG1,GRM7,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
KNG1,ITGAM,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
KNG1,MTNR1A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
L1CAM,FGFR2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
L1CAM,ITGB3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
L1CAM,ITGB7,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMA1,CD44,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMA1,DAG1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMA1,GPC1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LAMA1,SDC2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LAMA1,SDC4,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LAMA2,CD44,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMA2,ITGB8,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMA3,CD44,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMA3,DAG1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMA3,ITGB8,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMA4,CD44,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMA4,DAG1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMA4,ITGB4,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMA4,ITGB8,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMA5,CD44,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMA5,DAG1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMA5,ITGB8,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMA5,SDC1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LAMB1,CD44,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMB1,DAG1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMB1,ITGB8,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMB2,CD44,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMB2,DAG1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMB2,ITGB8,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMB3,CD44,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMB3,DAG1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMB3,ITGB8,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMC1,CD44,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMC1,DAG1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMC1,ITGB8,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMC2,CD44,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMC2,DAG1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMC2,ITGB8,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMC3,CD44,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMC3,DAG1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LAMC3,ITGB8,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LCK,CD8B,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LCN1,LMBR1L,4,CellTalkDB; LIANA_consensus; SPIDER_internal; connectomeDB2020_lit
LEFTY1,ACVR1B,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LEFTY1,ACVR2A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LEFTY1,ACVR2B,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LEFTY2,ACVR1B,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LEP,LRP2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LGALS8,ITGA3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LGALS9,CD47,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LGALS9,MRC2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LGALS9,PTPRC,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
LGALS9,SLC1A5,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LHB,ADCYAP1R1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LHB,ADRB2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LHB,ADRB3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LHB,GPR20,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LHB,GPR84,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LHB,PTH1R,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LHB,RAMP2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LHB,RAMP3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LHB,TSHR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LHB,VIPR1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LIN7C,ABCA1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LIN7C,KCNJ4,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LMAN1,MCFD2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LPA,ITGAM,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LPA,ITGB2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LPA,LPAR1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LPA,LPAR2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LPA,LPAR3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LPA,LPAR4,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LPL,CD44,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LRIG1,EGFR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LRIG2,EGFR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LRPAP1,SORL1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; connectomeDB2020_lit
LTA,RIPK1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
LUM,ITGB1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
MATN1,ITGB1,4,LIANA_consensus; SpaCcLink; connectomeDB2020_lit; stCASE
MBL2,CALCR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
MBL2,CD93,4,CellTalkDB; LIANA_consensus; SPIDER_internal; connectomeDB2020_lit
MDK,GPC2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
MDK,NCL,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
MDK,SDC2,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
MEGF10,ABCA1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
MELTF,TFRC,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
MEPE,PHEX,4,CellTalkDB; LIANA_consensus; SPIDER_internal; connectomeDB2020_lit
MFAP5,NOTCH1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
MIF,ACKR3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
MMP1,CD44,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
MMP2,CCR2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
MMP2,PECAM1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
MMP7,SDC1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
MMP9,IFNAR1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
MMP9,ITGAM,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
MMP9,TLR9,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
MPZ,MPZL1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
MSTN,ACVR2A,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
MSTN,TGFBR1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
MUC7,SELL,4,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
MYOC,FZD10,4,LIANA_consensus; SpaCcLink; connectomeDB2020_lit; stCASE
MYOC,FZD3,4,LIANA_consensus; SpaCcLink; connectomeDB2020_lit; stCASE
MYOC,FZD4,4,LIANA_consensus; SpaCcLink; connectomeDB2020_lit; stCASE
MYOC,FZD7,4,LIANA_consensus; SpaCcLink; connectomeDB2020_lit; stCASE
NAMPT,ADORA2A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NAMPT,ITGB1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
NCAM1,CACNA1C,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NCAM1,NCAM2,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
NCAM1,PTPRA,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NCAM1,ROBO3,4,LIANA_consensus; SpaCcLink; connectomeDB2020_lit; stCASE
NCAN,CDH2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NCAN,SDC3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NECTIN1,CADM3,4,COMMOT_CellChat; LARIS_neurotransmitter; connectomeDB2020_lit; stCASE
NECTIN1,CD96,4,COMMOT_CellChat; LIANA_consensus; connectomeDB2020_lit; stCASE
NECTIN3,NECTIN1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
NECTIN3,TIGIT,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
NFASC,CNTNAP1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
NGF,BEX3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NGF,KIDINS220,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NGF,MAGED1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NGF,SORCS3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; connectomeDB2020_lit
NGF,TRPV1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NID1,COL13A1,4,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
NID1,ITGA3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NID1,ITGB1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NID2,COL13A1,4,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
NMS,ADRA2A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NMS,GRM7,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NMS,MTNR1A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NMU,ADRA2A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NMU,GRM7,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NMU,MTNR1A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NPB,ADRA2A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
