ligand,receptor,n_sources,sources
Adcyap1,Adcyap1r1,9,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Sele,Glg1,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema3a,Nrp2,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit; stCASE
Sema3a,Plxna3,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema3b,Plxna2,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema3b,Plxna3,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema3b,Plxna4,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema3c,Plxna1,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema3c,Plxna2,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema3c,Plxna3,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema3d,Plxna1,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema3d,Plxna2,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema3d,Plxna3,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema3d,Plxna4,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema3e,Nrp1,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; stCASE
Sema3f,Nrp1,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Sema3f,Plxna1,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema3f,Plxna2,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema3f,Plxna4,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema3g,Plxna1,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema3g,Plxna2,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema3g,Plxna3,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema4a,Plxna1,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema4a,Plxna2,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema4a,Plxna3,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema4a,Plxna4,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema4a,Plxnb3,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema4d,Met,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Sema4d,Plxnb3,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema5a,Met,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Sema5a,Plxna3,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema5b,Plxna1,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sema5b,Plxna3,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Serpine1,Lrp1,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Sfrp1,Fzd2,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Sfrp2,Fzd5,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Sftpd,Sirpa,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Sftpd,Tlr4,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; stCASE
Shh,Gas1,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Shh,Hhip,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Shh,Lrp2,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit; stCASE
Siglec1,Spn,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; connectomeDB2020_lit; stCASE
Slit2,Robo4,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit; stCASE
Slitrk1,Ptprs,5,CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; connectomeDB2020_lit; stCASE
Slurp1,Chrna10,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Slurp1,Chrna3,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Slurp1,Chrna4,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Slurp1,Chrna9,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Slurp1,Chrnb2,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Slurp1,Chrnb4,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Sost,Lrp6,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Sostdc1,Lrp6,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Spon2,Itgb2,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Spp1,Itga5,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink
Spp1,Itgb6,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
St6gal1,Cd22,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Tac1,Tacr3,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Tac2,Tacr2,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; stCASE
Tctn1,Tmem67,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Tdgf1,Acvr1c,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; stCASE
Tdgf1,Acvr2a,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Tdgf1,Gpc1,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; stCASE
Tg,Lrp2,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit; stCASE
Tgfb1,Acvr1,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Tgfb1,Acvr1b,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Tgfb1,Acvr1c,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Tgfb1,Eng,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit; stCASE
Tgfb1,Itgb1,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; stCASE
Tgfb1,Tgfbr3,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit; stCASE
Tgfb2,Acvr1b,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Tgfb2,Acvr1c,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Tgfb2,Tgfbr3,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit; stCASE
Tgfb3,Acvr1b,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Tgfb3,Acvr1c,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Tgfb3,Eng,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit; stCASE
Tgfb3,Tgfbr3,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit; stCASE
Tgm2,Sdc4,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Thbs2,Cd36,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Thbs2,Itgb3,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Thbs2,Sdc1,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Thbs3,Itgb1,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Thbs3,Itgb3,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Thbs4,Cd36,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Thbs4,Cd47,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Thbs4,Itgb1,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Thbs4,Itgb3,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Thbs4,Sdc1,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Thy1,Itgb3,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Tnc,Sdc1,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Tnn,Itgb1,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Tnn,Itgb3,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Tnn,Itgb6,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Tnn,Sdc1,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Tnr,Itgb1,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Tnr,Itgb3,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Tnr,Itgb6,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Tnr,Sdc1,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Tnxb,Itgb1,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Tnxb,Itgb3,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Tnxb,Itgb6,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Tnxb,Sdc1,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Trf,Tfrc,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; stCASE
Try4,F2r,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Try4,F2rl1,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Try4,F2rl2,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Try4,F2rl3,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Try4,Pard3,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Ucn2,Il10rb,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Ucn3,Il10rb,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Vcam1,Itga4,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Vcam1,Itga9,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Vcam1,Itgad,5,CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit
Vcan,Selp,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit; stCASE
Vegfa,Nrp2,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit; stCASE
Vegfc,Nrp2,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit; stCASE
Vegfd,Itga9,5,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Vim,Cd44,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Vtn,Itgb1,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt1,Fzd2,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; connectomeDB2020_lit
Wnt1,Fzd4,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; connectomeDB2020_lit
Wnt10a,Fzd1,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; connectomeDB2020_lit
Wnt10a,Fzd5,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; connectomeDB2020_lit
Wnt10a,Fzd8,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; connectomeDB2020_lit
Wnt10a,Lrp5,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt10a,Lrp6,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt10b,Lrp5,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt11,Fzd10,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt11,Fzd2,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt11,Fzd3,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt11,Fzd4,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt11,Fzd5,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt11,Fzd6,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt11,Fzd9,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt16,Fzd2,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; connectomeDB2020_lit
Wnt16,Lrp6,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt2,Lrp6,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt2b,Fzd7,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; connectomeDB2020_lit
Wnt2b,Lrp5,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt2b,Lrp6,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt3a,Apcdd1,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit; stCASE
Wnt3a,Fzd10,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; connectomeDB2020_lit
Wnt4,Fzd3,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt4,Lrp5,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt5a,Fzd10,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt5a,Lrp6,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; stCASE
Wnt5a,Ror2,5,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit; stCASE
Wnt5b,Fzd1,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt5b,Fzd10,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt5b,Fzd3,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt5b,Fzd4,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt5b,Fzd5,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt5b,Fzd6,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt5b,Fzd7,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt5b,Fzd9,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt6,Fzd7,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; connectomeDB2020_lit
Wnt6,Lrp5,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt6,Lrp6,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt7b,Fzd5,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; connectomeDB2020_lit
Wnt7b,Fzd8,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; connectomeDB2020_lit
Wnt7b,Lrp6,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt8a,Lrp5,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt8b,Lrp5,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt9a,Fzd10,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; connectomeDB2020_lit
Wnt9a,Lrp5,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt9a,Lrp6,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Wnt9b,Fzd10,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; connectomeDB2020_lit
Wnt9b,Fzd4,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; connectomeDB2020_lit
Wnt9b,Fzd8,5,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; connectomeDB2020_lit
A,Mc1r,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Ace,Bdkrb2,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Ada,Dpp4,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Adam10,Gpnmb,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Adam10,Il6ra,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Adam10,Notch3,4,CellTalkDB; SPIDER_internal; SpaCcLink; stCASE
Adam10,Tspan10,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; stCASE
Adam10,Tspan14,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; stCASE
Adam10,Tspan15,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; stCASE
Adam10,Tspan17,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; stCASE
Adam10,Tspan5,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; stCASE
Adam15,Itga5,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Adam15,Itgb3,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Adam2,Cd9,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; stCASE
Adam23,Itga5,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Adam23,Itgb3,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Adam28,Itga4,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Adam9,Itga3,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Adcyap1,Adrb3,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Adcyap1,Dpp4,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Adcyap1,Ramp2,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Adcyap1,Ramp3,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Adcyap1,Sctr,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Adm,Ramp1,4,CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Adm2,Ramp1,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Afdn,Nectin1,4,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Afdn,Nectin2,4,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Afdn,Nectin3,4,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Afdn,Nectin4,4,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Agrp,Mc3r,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit
Agrp,Mc5r,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit
Alcam,Cd6,4,COMMOT_CellChat; LIANA_mouseconsensus; connectomeDB2020_lit; stCASE
Amelx,Cd63,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit
Amh,Egfr,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Angptl1,Itga1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Angptl2,Pirb,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Angptl4,Itga5,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Angptl4,Itgav,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Anxa1,Egfr,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Apob,Apobr,4,CellChatDB; CellTalkDB; LARIS_neurotransmitter; SPIDER_internal
Apob,Lrp1,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Apob,Lrp6,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Apob,Mttp,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Apob,Olr1,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Apob,Tlr4,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Apod,Lepr,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Apoe,Abca1,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Apoe,Lrp6,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
App,Adra2a,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
App,Cav1,4,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
App,Dcc,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
App,Gpc1,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
App,Lrp10,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
App,Lrp6,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
App,Notch2,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
App,Vldlr,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Arf6,Pld1,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Artn,Gfra2,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Azgp1,Itgav,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Bmp10,Acvr1,4,CellTalkDB; SPIDER_internal; SpaCcLink; stCASE
Bmp15,Acvr2a,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Bmp15,Tgfbr1,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Bmp5,Acvr1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Bmp8a,Acvr1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Bmp8a,Bmpr1b,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
